timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1509765294287757,9,-5,-18,3,-1,-1,-25,-4
1509765294289752,-3,4,3,-4,-3,-7,5,10
1509765294289752,3,-4,-14,2,2,4,-19,1
1509765294308766,15,-12,-19,3,2,1,-30,7
1509765294308766,9,-9,-17,-2,-2,2,-24,-20
1509765294317773,-5,3,5,-9,-6,-9,8,2
1509765294317773,3,-4,-14,5,1,1,-21,8
1509765294340288,19,-10,-27,0,3,3,-29,-7
1509765294340288,11,-8,-17,4,3,-5,-25,6
1509765294341789,-3,3,6,-5,-7,-7,0,-4
1509765294341789,4,-3,-13,0,2,5,-21,8
1509765294361858,9,-9,-21,0,1,0,-31,-32
1509765294361858,11,-8,-17,4,4,-2,-23,-4
1509765294363861,-1,4,3,-7,-7,-3,-5,14
1509765294363861,4,-3,-14,0,0,1,-21,-8
1509765294383894,20,-8,-23,-1,1,1,-29,-5
1509765294383894,10,-7,-17,4,3,6,-24,9
1509765294393885,-8,4,4,-8,-4,-8,-10,0
1509765294393885,5,-3,-14,2,0,8,-23,5
1509765294414899,25,-7,-23,5,1,4,-31,14
1509765294414899,10,-9,-15,3,-1,0,-24,-39
1509765294416899,-5,6,3,-9,-9,-8,-3,2
1509765294416899,4,-3,-13,1,4,5,-20,-4
1509765294436914,9,-9,-22,1,0,1,-29,4
1509765294436914,9,-8,-16,3,4,3,-26,4
1509765294443933,-5,7,6,-7,-8,-7,-7,0
1509765294443933,4,-4,-17,1,3,4,-22,2
1509765294467022,13,-10,-20,0,3,3,-24,2
1509765294467022,9,-9,-17,5,3,7,-25,9
1509765294469015,-8,7,4,-7,-11,-5,-2,7
1509765294469015,4,-2,-15,3,-1,6,-22,-15
1509765294491031,15,-10,-24,1,0,-1,-29,20
1509765294491031,9,-10,-16,3,2,4,-25,-12
1509765294493032,-8,6,2,-6,-4,-10,-6,-3
1509765294493032,6,-4,-17,4,1,7,-22,0
1509765294511065,11,-11,-22,-3,0,2,-26,-1
1509765294511065,9,-10,-17,0,4,2,-25,2
1509765294520051,-4,5,4,-6,-6,-10,-5,3
1509765294520051,5,-4,-19,3,4,5,-22,4
1509765294542604,10,-11,-23,2,-2,0,-28,-9
1509765294542604,9,-6,-15,4,1,0,-26,5
1509765294544094,-8,6,2,-8,-7,-10,-7,-3
1509765294544094,4,-5,-19,0,3,8,-20,15
1509765294564633,8,-9,-16,0,0,-1,-27,-8
1509765294564633,9,-9,-16,0,5,1,-25,7
1509765294566640,-7,7,-1,-6,-7,-9,-3,0
1509765294566640,4,-6,-18,2,2,5,-21,7
1509765294585666,13,-10,-19,0,1,3,-26,-10
1509765294585666,8,-8,-17,3,1,1,-26,0
1509765294596657,-8,7,3,-7,-7,-7,-8,3
1509765294596657,5,-4,-19,3,3,7,-24,2
1509765294616674,14,-8,-22,2,2,-1,-25,-2
1509765294616674,8,-8,-17,5,3,3,-24,-20
1509765294624672,-7,5,0,-7,-7,-8,-5,4
1509765294624672,4,-6,-18,4,0,3,-25,2
1509765294640704,13,-7,-23,1,-3,-1,-25,-5
1509765294640704,8,-7,-17,4,4,6,-25,-11
1509765294646204,-8,7,0,-8,-7,-8,-4,7
1509765294646204,5,-6,-18,3,7,7,-25,3
1509765294670263,11,-9,-23,0,-1,-2,-24,-5
1509765294670263,8,-7,-19,0,6,3,-25,-10
1509765294672267,-11,6,1,-6,-8,-7,-7,4
1509765294672267,5,-5,-16,4,4,7,-24,-6
1509765294692295,16,-8,-22,0,2,1,-24,-5
1509765294692295,8,-8,-17,3,2,5,-25,-20
1509765294694297,-7,5,1,-4,-7,-6,-5,16
1509765294694297,4,-5,-16,2,3,7,-28,-5
1509765294714308,14,-9,-19,-1,0,2,-24,-12
1509765294714308,8,-9,-18,3,1,1,-27,-3
1509765294722302,-13,8,-2,-8,-7,-5,-8,10
1509765294722302,3,-5,-16,6,3,1,-26,-4
1509765294745322,13,-10,-17,-3,0,1,-24,-20
1509765294745322,8,-10,-19,4,4,3,-25,-2
1509765294746824,-13,5,1,-8,-6,-7,-5,7
1509765294746824,6,-4,-14,5,6,5,-22,8
1509765294766386,12,-7,-18,2,2,1,-24,4
1509765294766386,7,-7,-18,5,4,3,-26,-13
1509765294775393,-17,6,-10,-8,-9,-5,-6,-9
1509765294775393,4,-5,-15,0,5,5,-24,-1
1509765294797406,12,-8,-17,0,-3,0,-23,-13
1509765294797406,127,116,57,127,127,127,0,102
1509765294799425,-123,123,37,-50,-55,-34,-2,127
1509765294799425,80,-86,-128,45,52,54,-128,-58
1509765294804410,83,-51,-62,20,21,18,-30,-34
1509765294804410,14,-4,61,-20,-28,-41,87,-33
1509765294804410,-94,100,41,-50,-47,-39,18,97
1509765294804410,37,-54,-101,30,31,33,-128,-27
1509765294812417,80,-42,-68,21,20,17,-50,-43
1509765294812417,7,-8,54,-24,-26,-40,71,-35
1509765294813421,-89,87,43,-41,-41,-31,28,89
1509765294813421,26,-37,-71,18,20,22,-125,-20
1509765294819422,84,-55,-77,25,29,27,-65,-37
1509765294819422,-7,7,61,-22,-26,-40,72,-19
1509765294820424,-75,71,35,-30,-33,-19,18,78
1509765294820424,42,-51,-80,24,30,31,-128,-20
1509765294826446,61,-37,-51,14,13,11,-39,-27
1509765294826446,-20,13,54,-21,-22,-34,58,3
1509765294827428,-49,49,12,-22,-22,-14,-8,42
1509765294827428,41,-40,-67,17,23,20,-98,-23
1509765294834433,38,-25,-34,11,8,9,-26,-21
1509765294834433,-20,19,40,-21,-23,-31,43,10
1509765294836434,-23,24,-7,-10,-13,0,-18,11
1509765294836434,28,-26,-43,10,11,11,-69,-29
1509765294841942,25,-18,-24,4,6,5,-24,-3
1509765294841942,-2,4,15,-8,-8,-16,14,-9
1509765294842443,-19,19,-5,-13,-11,-8,-12,40
1509765294842443,14,-18,-32,6,7,12,-55,-36
1509765294849948,23,-17,-26,9,7,7,-32,-21
1509765294849948,-5,4,16,-10,-10,-16,9,-11
1509765294851952,-16,16,-6,-7,-7,-6,-9,37
1509765294851952,18,-12,-33,4,1,6,-48,4
1509765294856955,26,-20,-31,6,11,10,-34,-31
1509765294856955,-8,4,14,-11,-15,-16,12,-1
1509765294856955,-14,13,-7,-7,-8,-4,-12,6
1509765294856955,20,-18,-39,3,7,10,-50,-8
1509765294863961,21,-17,-24,8,7,8,-29,2
1509765294863961,-15,6,14,-11,-13,-14,8,10
1509765294864961,-7,6,-11,-2,-3,-3,-21,21
1509765294864961,21,-17,-40,6,4,8,-43,-7
1509765294871965,15,-14,-22,6,4,7,-26,7
1509765294871965,-8,8,12,-7,-9,-9,1,-13
1509765294873967,-1,1,-17,-3,-3,4,-24,20
1509765294873967,16,-11,-27,1,1,1,-36,-8
1509765294878971,13,-10,-19,5,3,8,-26,-1
1509765294878971,-10,7,5,-9,-6,-7,2,-4
1509765294879972,-2,1,-14,-5,-1,-1,-22,4
1509765294879972,20,-13,-30,6,3,2,-32,-7
1509765294886976,12,-12,-20,3,6,3,-29,-11
1509765294886976,-10,7,5,-11,-8,-8,-3,7
1509765294886976,0,-2,-15,2,-4,1,-24,11
1509765294886976,15,-10,-24,4,0,3,-30,-10
1509765294894982,14,-15,-21,8,1,2,-29,7
1509765294894982,-10,8,4,-5,-5,-5,-1,-4
1509765294895985,1,0,-15,-1,1,4,-26,16
1509765294895985,11,-7,-26,2,0,0,-31,-29
1509765294901986,10,-11,-20,7,4,4,-28,-17
1509765294901986,-10,9,6,-5,-7,-9,-3,11
1509765294901986,3,-2,-16,0,0,3,-27,-18
1509765294901986,15,-11,-24,0,2,1,-29,16
1509765294909994,9,-10,-21,9,8,7,-28,-12
1509765294909994,-15,8,3,-8,-7,-10,-3,-6
1509765294910994,4,-4,-15,2,4,2,-25,3
1509765294910994,22,-11,-23,1,1,3,-27,4
1509765294916999,9,-10,-20,5,5,6,-28,3
1509765294916999,-12,7,5,-7,-9,-9,-4,14
1509765294916999,2,-3,-14,3,1,6,-27,2
1509765294916999,13,-7,-23,-1,3,2,-26,-2
1509765294924004,9,-9,-19,2,10,7,-29,-8
1509765294924004,-14,5,3,-5,-6,-3,-9,7
1509765294925004,3,-4,-16,5,5,8,-26,9
1509765294925004,14,-10,-26,1,2,3,-26,-6
1509765294932010,9,-11,-19,6,5,9,-27,2
1509765294932010,-15,9,-3,-9,-10,-11,-13,7
1509765294934010,4,-3,-13,5,4,1,-27,-13
1509765294934010,13,-10,-22,2,1,2,-27,9
1509765294939518,8,-10,-19,3,3,5,-29,-8
1509765294939518,-10,8,0,-7,-6,-6,-15,9
1509765294940019,3,-5,-13,3,1,6,-23,3
1509765294940019,10,-9,-18,-4,0,-3,-27,-11
1509765294947026,8,-12,-19,2,1,3,-29,-20
1509765294947026,-9,7,0,-9,-5,-7,-15,14
1509765294947524,5,-3,-15,4,4,11,-28,-2
1509765294947524,14,-7,-19,1,0,-4,-25,-2
1509765294955014,8,-9,-18,3,3,-3,-29,3
1509765294955014,-12,7,-6,-8,-7,-8,-21,-26
1509765294956014,6,-4,-19,8,7,8,-25,10
1509765294956014,15,-9,-26,-1,1,3,-26,4
1509765294962027,8,-9,-18,2,7,10,-30,-24
1509765294962027,-9,9,-5,-5,-7,-7,-18,12
1509765294962027,6,-4,-21,3,5,11,-25,0
1509765294962027,11,-8,-24,0,-4,-20,-25,-20
1509765294970025,8,-11,-19,3,6,6,-30,5
1509765294970025,-10,5,-6,-7,-6,-6,-21,8
1509765294971026,4,-3,-22,4,5,6,-25,-30
1509765294971026,21,-3,-18,3,4,7,-27,11
1509765294992039,9,-10,-19,4,3,1,-29,-17
1509765294992039,-10,8,-7,-8,-7,-5,-20,12
1509765294994041,6,-6,-25,4,2,7,-25,22
1509765294994041,13,-6,-20,3,0,4,-24,-9
1509765295013063,8,-13,-18,4,3,6,-29,-16
1509765295013063,-6,6,-8,-7,-7,0,-21,1
1509765295022077,8,-8,-25,2,3,-2,-26,8
1509765295022077,8,-8,-21,2,2,3,-25,-25
1509765295045096,7,-10,-19,2,6,1,-28,-9
1509765295045096,-12,10,-7,-7,-9,-6,-22,8
1509765295046596,6,-9,-29,1,2,2,-32,-10
1509765295046596,16,-7,-25,4,2,5,-24,9
1509765295066625,8,-14,-19,2,2,8,-30,-8
1509765295066625,-3,13,-8,-6,-9,-13,-21,18
1509765295074629,9,-9,-28,4,7,-1,-31,2
1509765295074629,12,-3,-15,-2,0,6,-24,-1
1509765295097656,9,-11,-20,3,4,1,-28,-4
1509765295097656,-19,9,-10,-7,-8,-7,-21,8
1509765295098668,4,-11,-29,2,2,-4,-33,-14
1509765295098668,15,-11,-24,2,2,2,-24,6
1509765295119662,10,-7,-20,3,4,0,-27,-20
1509765295119662,-16,0,-9,-9,-7,-9,-22,16
1509765295121669,6,-9,-26,2,5,0,-32,6
1509765295121669,5,-10,-21,-1,2,2,-23,-21
1509765295142189,9,-8,-19,5,0,1,-27,17
1509765295142189,-19,7,-10,-9,-9,-10,-21,-30
1509765295148711,6,-6,-26,4,5,13,-32,-29
1509765295148711,10,-11,-26,-1,0,-4,-23,7
1509765295171730,6,-6,-20,0,2,-3,-27,-13
1509765295171730,-8,8,-12,-8,-7,-10,-22,15
1509765295181747,6,-8,-23,0,3,7,-32,6
1509765295181747,15,-7,-22,2,3,1,-23,-2
1509765295194760,8,-11,-20,0,2,2,-27,-15
1509765295194760,-14,6,-12,-4,-6,-10,-22,25
1509765295196748,4,-7,-22,1,2,1,-41,-21
1509765295196748,16,-7,-23,2,-2,1,-24,7
1509765295215763,10,-10,-20,6,0,0,-27,-18
1509765295215763,-14,5,-9,-9,-4,-7,-21,11
1509765295224780,4,-8,-27,4,3,5,-35,-3
1509765295224780,17,-8,-21,-4,3,2,-24,5
1509765295248296,10,-9,-20,3,3,3,-27,-1
1509765295248296,-12,6,-11,-5,-7,-7,-23,-2
1509765295250801,5,-3,-21,3,5,2,-36,1
1509765295250801,9,-7,-19,1,0,-3,-23,-30
1509765295268849,8,-9,-20,1,4,7,-25,19
1509765295268849,-9,11,-11,-4,-9,-11,-22,-4
1509765295277854,5,-8,-21,2,1,5,-43,-15
1509765295277854,18,-4,-19,-1,1,2,-23,2
1509765295299883,9,-10,-18,-1,2,8,-26,-11
1509765295299883,-4,5,-13,-10,-8,-9,-24,5
1509765295301872,6,-5,-18,3,2,4,-30,8
1509765295301872,13,-7,-18,4,2,0,-24,1
1509765295321873,8,-8,-18,-1,-2,0,-24,2
1509765295321873,-7,2,-13,-4,-6,-8,-23,-4
1509765295323874,4,-8,-20,-1,3,5,-41,-6
1509765295323874,15,-6,-18,0,0,-1,-23,-3
1509765295343901,9,-10,-17,-4,0,1,-25,-1
1509765295343901,-6,7,-14,-3,-7,-7,-26,19
1509765295354078,6,-9,-19,3,4,6,-39,5
1509765295354078,10,-6,-19,1,0,1,-24,-13
1509765295375079,8,-8,-17,-1,0,-3,-27,-23
1509765295375079,-6,6,-12,-8,-6,-6,-24,14
1509765295376084,13,-10,-25,1,3,4,-37,-1
1509765295376084,10,-4,-18,-1,1,1,-25,-1
1509765295397112,8,-6,-16,2,0,-3,-25,-4
1509765295397112,-5,5,-14,-7,-5,-4,-24,10
1509765295411112,3,-10,-24,0,3,0,-41,-15
1509765295411112,13,-7,-21,2,-5,0,-25,-9
1509765295427124,8,-8,-18,-4,-2,-4,-26,-3
1509765295427124,-5,6,-13,-5,-5,-5,-25,10
1509765295429118,7,-10,-23,5,3,6,-32,-5
1509765295429118,10,-8,-17,-3,0,-9,-25,-7
1509765295450638,8,-8,-17,3,-4,-2,-25,0
1509765295450638,-1,7,-14,-8,-7,-2,-24,9
1509765295453152,8,-14,-24,2,1,0,-35,-5
1509765295453152,13,-3,-24,-2,-2,0,-24,5
1509765295471241,9,-7,-18,1,-1,-5,-24,-11
1509765295471241,-2,5,-14,-8,-6,-6,-25,11
1509765295480235,10,-8,-25,2,4,7,-33,3
1509765295480235,10,-4,-14,-2,0,-3,-24,-30
1509765295502253,9,-7,-18,-3,-2,0,-25,15
1509765295502253,-4,9,-13,-6,-10,-10,-24,3
1509765295504270,3,-13,-26,5,2,7,-41,-31
1509765295504270,22,-4,-18,-1,-1,-5,-24,10
1509765295525285,10,-5,-18,-3,1,0,-24,-10
1509765295525285,-2,3,-15,-4,-3,-4,-23,13
1509765295533274,9,-9,-25,2,1,-1,-45,-4
1509765295533274,13,-8,-20,2,2,0,-26,4
1509765295546284,9,-5,-16,-3,-1,-10,-25,-15
1509765295546284,0,6,-14,-2,-4,-5,-22,-17
1509765295555329,11,-12,-31,1,3,1,-38,15
1509765295555329,10,-6,-20,1,1,6,-25,11
1509765295577344,9,-5,-16,-2,-3,-7,-24,-22
1509765295577344,2,4,-14,-5,-8,-7,-22,18
1509765295579352,10,-12,-32,4,2,0,-39,10
1509765295579352,12,-3,-16,0,-2,0,-26,-18
1509765295599374,9,-5,-15,-2,-2,-3,-23,-7
1509765295599374,-2,5,-13,-7,-5,-7,-23,14
1509765295601362,11,-9,-28,-1,2,-1,-39,-27
1509765295601362,8,-6,-19,0,-2,-1,-25,14
1509765295621375,11,-3,-14,-2,-1,-6,-25,-7
1509765295621375,-2,2,-15,-8,-8,-1,-22,10
1509765295631384,7,-10,-21,1,2,5,-40,-1
1509765295631384,6,-5,-16,1,1,-3,-26,1
1509765295652434,9,-2,-15,-5,-3,-6,-24,9
1509765295652434,-7,-1,-14,-6,-9,-7,-22,-11
1509765295653434,15,-11,-23,5,3,3,-37,8
1509765295653434,15,-3,-19,-1,2,-1,-26,-5
1509765295674481,10,-3,-13,-1,-4,-4,-24,2
1509765295674481,0,4,-14,-6,-7,-3,-21,13
1509765295681484,8,-12,-25,-2,-1,-4,-47,-12
1509765295681484,10,-6,-21,1,2,-2,-26,12
1509765295712509,9,-5,-14,-4,-6,-9,-25,-11
1509765295712509,-2,5,-14,-7,-6,-4,-22,11
1509765295713508,9,-8,-18,0,-1,-2,-38,-7
1509765295713508,8,-5,-18,-2,0,0,-27,-2
1509765295727521,9,-4,-12,-5,-4,-9,-25,-6
1509765295727521,-3,6,-13,-5,-4,-3,-21,4
1509765295730519,9,-7,-13,2,3,0,-46,-3
1509765295730519,11,-6,-18,0,-4,-1,-27,-17
1509765295749054,8,-3,-11,-2,-5,-5,-20,6
1509765295749054,-1,4,-11,-6,-2,-4,-22,-2
1509765295757836,6,-12,-22,1,0,1,-52,-7
1509765295757836,14,-2,-19,0,0,0,-27,-4
1509765295779861,8,-5,-10,-4,-4,-10,-19,8
1509765295779861,2,8,-14,-3,-6,-5,-20,6
1509765295781851,15,-5,-28,1,1,3,-30,-5
1509765295781851,11,-5,-19,0,1,-2,-27,4
1509765295801864,8,-3,-11,-3,-4,-7,-17,-13
1509765295801864,3,6,-11,-4,-7,-5,-21,7
1509765295803865,8,-8,-20,0,1,2,-38,-13
1509765295803865,10,-5,-19,0,3,1,-27,-12
1509765295823880,9,-3,-12,-5,-1,-4,-13,3
1509765295823880,2,7,-11,-7,-8,-8,-21,14
1509765295833885,9,-8,-22,3,2,1,-41,-2
1509765295833885,12,-4,-16,2,-3,0,-25,-21
1509765295854664,8,-4,-9,-8,-9,-8,-16,21
1509765295854664,3,4,-12,-6,-5,-5,-20,0
1509765295856666,14,-8,-22,-1,1,0,-41,10
1509765295856666,9,-9,-18,3,-1,0,-27,-5
1509765295876679,9,-2,-11,-2,-2,-3,-13,-16
1509765295876679,4,6,-12,-4,-9,-9,-21,14
1509765295883684,11,-7,-21,0,2,1,-39,-8
1509765295883684,11,-4,-21,-1,1,-2,-26,0
1509765295907715,9,0,-11,-6,-6,-5,-14,-9
1509765295907715,3,4,-13,-5,-6,-4,-20,1
1509765295910704,15,-7,-20,1,4,3,-39,-3
1509765295910704,12,-5,-19,-3,-2,-3,-27,6
1509765295928736,9,0,-11,-3,-5,-7,-16,-22
1509765295928736,5,4,-12,-4,-6,-4,-20,36
1509765295935721,12,-11,-25,2,1,-3,-38,-7
1509765295935721,11,-6,-18,1,2,3,-27,-14
1509765295951244,9,1,-12,-3,-2,-8,-14,3
1509765295951244,4,5,-12,-3,-2,1,-20,7
1509765295959750,12,-9,-26,-1,1,-2,-41,-27
1509765295959750,9,-6,-20,-2,-1,-1,-26,12
1509765295982768,8,-2,-13,-4,-6,-7,-14,-3
1509765295982768,4,8,-13,-3,-4,0,-20,8
1509765295983785,11,-8,-21,2,-2,-3,-35,-7
1509765295983785,12,-6,-20,0,1,0,-27,-14
1509765296004783,6,-1,-8,-3,-5,-9,-14,-7
1509765296004783,6,4,-15,-6,-5,-4,-20,-2
1509765296006784,16,-6,-21,1,-2,-2,-33,9
1509765296006784,11,-5,-18,0,1,0,-27,-3
1509765296025811,5,1,-5,-5,-6,-5,-13,-5
1509765296025811,4,5,-14,-3,-4,-5,-21,-3
1509765296036816,9,-8,-22,1,3,0,-35,9
1509765296036816,16,-4,-19,3,2,3,-27,2
1509765296057413,6,1,-10,-8,-8,-9,-7,7
1509765296057413,5,6,-13,-4,-5,-1,-21,-30
1509765296059406,13,-4,-19,0,3,1,-36,-8
1509765296059406,12,-4,-22,1,-1,0,-25,-4
1509765296079420,5,-1,-3,-1,-6,-11,-17,11
1509765296079420,5,4,-13,1,-6,-5,-21,18
1509765296086424,13,-7,-21,-2,-1,2,-28,-1
1509765296086424,12,-6,-17,-1,-4,-10,-28,-8
1509765296110444,9,2,-5,-5,-3,-2,-14,20
1509765296110444,3,1,-14,-7,-8,-12,-21,-38
1509765296113446,9,-7,-21,2,4,2,-32,-13
1509765296113446,11,-6,-20,1,1,4,-25,4
1509765296132469,5,1,-8,-6,-7,-6,-15,-6
1509765296132469,5,2,-14,-5,-1,2,-20,22
1509765296133470,11,-9,-23,-2,0,-2,-49,-9
1509765296133470,12,-3,-20,0,1,1,-28,-16
1509765296153491,3,0,-4,-5,-3,-9,-18,-2
1509765296153491,4,3,-15,-1,-4,3,-22,15
1509765296162538,13,-9,-18,-1,0,-3,-39,-14
1509765296162538,14,-5,-20,-1,1,6,-28,6
1509765296185564,4,0,-3,-5,-8,-16,-21,23
1509765296185564,5,3,-13,-4,0,1,-23,3
1509765296187548,15,-5,-17,0,3,5,-26,-7
1509765296187548,10,-7,-19,0,2,-6,-26,1
1509765296206579,6,4,-2,-8,-7,-6,-7,6
1509765296206579,3,1,-14,-5,-5,-2,-25,16
1509765296213565,14,-4,-20,0,0,8,-32,-8
1509765296213565,11,-5,-19,3,4,3,-25,-3
1509765296237603,3,1,1,-4,-3,-6,-10,-16
1509765296237603,5,1,-14,-3,-3,-3,-23,28
1509765296239089,6,-3,-21,1,0,0,-35,-12
1509765296239089,14,-4,-15,0,-2,3,-26,19
1509765296259661,3,-4,-6,-8,-8,-14,-3,-9
1509765296259661,6,0,-13,-3,-7,-10,-22,13
1509765296261647,13,-7,-26,5,6,5,-28,10
1509765296261647,14,-6,-18,1,0,-4,-26,-18
1509765296280658,3,3,-1,-4,-2,-6,-1,38
1509765296280658,7,2,-14,-7,-5,-5,-23,-28
1509765296291676,10,-8,-20,1,-1,1,-33,22
1509765296291676,9,-5,-19,4,2,0,-25,-13
1509765296312680,7,2,4,-4,-10,-6,-7,12
1509765296312680,0,0,-13,0,-2,4,-23,20
1509765296313681,9,-5,-19,-1,-1,-5,-42,-33
1509765296313681,13,-8,-18,-3,4,0,-26,-3
1509765296334714,0,1,4,-8,-8,-10,-9,-21
1509765296334714,7,0,-15,-2,-4,2,-20,24
1509765296336699,14,-4,-18,0,-2,1,-27,12
1509765296336699,3,-8,-18,2,2,8,-25,-35
1509765296355858,1,3,-3,-5,-6,-14,-3,-9
1509765296355858,127,22,31,127,127,127,0,24
1509765296364862,97,-41,-73,18,16,11,-47,-54
1509765296364862,27,-49,-25,31,31,27,-35,-22
1509765296371885,-112,84,117,-48,-57,-56,109,21
1509765296371885,1,-10,-40,32,33,52,-22,3
1509765296373872,51,-31,-55,7,10,9,-37,-5
1509765296373872,29,-43,-47,34,35,43,-57,-38
1509765296378883,-93,57,90,-40,-45,-51,87,14
1509765296378883,-11,-4,-36,20,27,41,-27,22
1509765296379873,47,-20,-50,6,2,6,-35,-4
1509765296379873,40,-51,-41,31,30,35,-52,-44
1509765296386897,-78,54,75,-37,-37,-41,70,41
1509765296386897,-7,-2,-34,12,15,24,-29,11
1509765296388880,54,-23,-60,12,12,7,-47,1
1509765296388880,26,-33,-27,16,17,18,-31,-20
1509765296393883,-67,41,52,-29,-33,-33,44,7
1509765296393883,-1,-8,-37,12,19,25,-41,20
1509765296394890,39,-26,-46,9,9,4,-36,-34
1509765296394890,15,-26,-22,14,15,14,-30,-14
1509765296401902,-59,34,38,-24,-29,-25,29,26
1509765296401902,8,-15,-37,14,16,21,-49,-11
1509765296401902,33,-12,-30,2,4,3,-28,17
1509765296401902,14,-15,-22,10,10,8,-30,-51
1509765296409908,-38,22,16,-17,-22,-18,6,16
1509765296409908,8,-6,-28,9,10,14,-37,1
1509765296411896,24,-12,-27,-1,3,1,-28,2
1509765296411896,15,-18,-26,9,9,8,-34,-4
1509765296416914,-32,18,11,-14,-15,-16,3,-4
1509765296416914,1,-8,-22,9,9,12,-37,17
1509765296417911,19,-7,-25,0,3,6,-26,-19
1509765296417911,16,-20,-25,5,6,3,-32,-8
1509765296423914,-27,16,9,-11,-17,-18,-3,6
1509765296423914,4,-5,-25,6,8,8,-31,3
1509765296424905,21,-11,-33,5,3,3,-29,-9
1509765296424905,11,-16,-21,3,7,6,-27,-13
1509765296431911,-22,15,1,-10,-9,-13,-7,20
1509765296431911,2,-6,-26,1,5,10,-39,-6
1509765296433912,20,-12,-29,4,0,1,-25,-2
1509765296433912,10,-11,-22,7,10,3,-27,12
1509765296439419,-19,15,-3,-13,-13,-12,-13,-11
1509765296439419,5,-8,-24,4,7,9,-44,3
1509765296439919,12,-7,-23,2,-2,0,-25,-12
1509765296439919,10,-13,-20,4,1,1,-27,-4
1509765296447424,-12,13,-7,-9,-7,-6,-16,16
1509765296447424,5,-8,-24,3,7,6,-41,2
1509765296448927,17,-5,-24,1,1,-2,-25,15
1509765296448927,9,-12,-20,0,1,-1,-27,-11
1509765296454449,-5,11,-9,-4,-7,-4,-19,10
1509765296454449,4,-7,-21,3,3,2,-40,14
1509765296454449,20,-6,-24,3,4,0,-25,-2
1509765296454449,9,-12,-19,3,2,7,-26,2
1509765296461460,-10,7,-11,-12,-9,-11,-22,13
1509765296461460,5,-5,-26,7,9,7,-37,-13
1509765296462456,14,-8,-18,-1,2,3,-25,-9
1509765296462456,11,-8,-19,-1,2,-2,-27,-10
1509765296469461,-9,10,-11,-10,-9,-8,-22,6
1509765296469461,4,-8,-27,2,6,3,-34,-12
1509765296471461,14,-9,-21,4,5,-1,-26,-3
1509765296471461,10,-8,-20,2,2,2,-26,-11
1509765296476464,-7,6,-12,-9,-12,-12,-23,-2
1509765296476464,3,-9,-23,2,2,3,-40,-13
1509765296477466,15,-5,-22,2,1,-2,-25,1
1509765296477466,9,-7,-17,0,1,-3,-27,-17
1509765296484470,-7,8,-13,-5,-7,-8,-24,25
1509765296484470,9,-8,-25,1,1,1,-41,-21
1509765296484470,19,-5,-23,1,3,0,-26,-11
1509765296484470,10,-8,-19,0,3,-1,-27,-18
1509765296492477,0,7,-14,-7,-11,-10,-24,11
1509765296492477,9,-9,-32,1,4,7,-30,1
1509765296493477,12,-5,-19,2,2,-1,-24,-13
1509765296493477,9,-8,-19,1,0,1,-25,-4
1509765296499482,-2,10,-14,-9,-10,-8,-23,16
1509765296499482,8,-11,-32,2,3,4,-43,-14
1509765296499482,12,-7,-22,-1,3,-1,-26,0
1509765296499482,8,-7,-20,3,0,-3,-25,-7
1509765296507487,-5,6,-13,-6,-7,-5,-24,7
1509765296507487,11,-6,-26,2,2,3,-45,4
1509765296508488,12,-6,-22,-3,-2,-1,-25,-15
1509765296508488,10,-8,-19,-2,1,-3,-26,3
1509765296522500,-2,8,-14,-9,-7,-7,-23,12
1509765296522500,8,-8,-24,2,0,3,-38,-8
1509765296523498,15,-6,-23,0,3,-1,-26,-4
1509765296523498,11,-6,-18,0,1,-2,-25,-6
1509765296524498,-2,6,-15,-6,-9,-9,-22,2
1509765296524498,11,-8,-27,0,4,2,-44,-12
1509765296525500,13,-10,-23,0,-4,-1,-26,10
1509765296525500,12,-5,-20,-1,0,-2,-25,-2
1509765296529503,-2,8,-16,-9,-8,-5,-24,9
1509765296529503,10,-8,-26,3,1,0,-42,-5
1509765296531505,14,-4,-22,1,-2,1,-26,-1
1509765296531505,11,-7,-20,-2,-1,0,-25,-8
1509765296551020,-2,6,-14,-7,-6,-6,-22,2
1509765296551020,10,-10,-27,-1,2,1,-36,20
1509765296559527,16,-2,-21,0,2,-2,-26,-8
1509765296559527,10,-6,-17,0,0,-6,-24,8
1509765296582546,-4,5,-15,-9,-12,-8,-22,-14
1509765296582546,12,-7,-26,1,4,1,-38,-6
1509765296583546,14,-6,-21,1,1,-2,-27,-12
1509765296583546,11,-5,-15,-3,-4,-4,-25,-4
1509765296604559,0,5,-16,-6,-6,-8,-22,19
1509765296604559,5,-11,-27,-1,0,1,-46,-4
1509765296606561,10,-9,-21,-1,-3,3,-26,-18
1509765296606561,11,-4,-15,-1,-2,-4,-25,-1
1509765296626575,-2,7,-16,-7,-7,-9,-21,6
1509765296626575,9,-6,-21,2,1,4,-39,-4
1509765296634581,13,-5,-18,0,0,0,-26,-4
1509765296634581,10,-5,-14,0,3,-5,-25,-8
1509765296657138,0,4,-14,-7,-10,-5,-21,13
1509765296657138,5,-7,-27,2,-1,-1,-41,-13
1509765296659140,11,-7,-19,-1,-1,0,-27,6
1509765296659140,10,-3,-13,-4,-7,-8,-23,-21
1509765296679155,1,5,-15,-8,-7,-9,-21,-9
1509765296679155,9,-12,-25,-4,0,-2,-47,8
