timestamp,x,y,z,w
1509765225243383,0.0854492,-0.236694,0.946716,0.200867
1509765225265977,0.0854492,-0.236694,0.946716,0.200867
1509765225287980,0.0854492,-0.236694,0.946716,0.200867
1509765225309025,0.0856323,-0.236694,0.946716,0.200745
1509765225326036,0.0856323,-0.236694,0.946716,0.200745
1509765225354588,0.0856323,-0.236694,0.946716,0.200745
1509765225370584,0.0860596,-0.236633,0.946716,0.200745
1509765225385606,0.0862427,-0.236694,0.946716,0.200623
1509765225407613,0.0865479,-0.236511,0.946716,0.200562
1509765225423627,0.0865479,-0.236511,0.946716,0.200562
1509765225445639,0.0865479,-0.236572,0.946716,0.200562
1509765225468302,0.0865479,-0.236572,0.946716,0.200562
1509765225483311,0.0865479,-0.236572,0.946716,0.200562
1509765225505355,0.0866699,-0.236572,0.946716,0.200562
1509765225528342,0.0869751,-0.23645,0.946716,0.2005
1509765225542352,0.0872803,-0.236267,0.946716,0.2005
1509765225573694,0.0872803,-0.236267,0.946716,0.2005
1509765225595710,0.0875854,-0.236206,0.946716,0.200562
1509765225610716,0.0875854,-0.236206,0.946716,0.200562
1509765225625728,0.0875854,-0.236267,0.946716,0.200562
1509765225649245,0.0875854,-0.236267,0.946716,0.200562
1509765225653761,0.0876465,-0.236267,0.946655,0.200562
1509765225671406,0.0876465,-0.236267,0.946655,0.200562
1509765225691410,0.0876465,-0.236328,0.946655,0.200562
1509765225716425,0.0876465,-0.236328,0.946655,0.200562
1509765225731449,0.0876465,-0.236328,0.946655,0.200562
1509765225751486,0.0876465,-0.236328,0.946655,0.200562
1509765225776547,0.0876465,-0.236328,0.946655,0.200562
1509765225815576,0.0876465,-0.236023,0.946716,0.200684
1509765225819589,0.0876465,-0.236023,0.946716,0.200684
1509765225842594,0.0875244,-0.236206,0.946655,0.200745
1509765225848609,0.0875244,-0.236206,0.946655,0.200745
1509765225870808,0.0876465,-0.236023,0.946716,0.200745
1509765225893827,0.0876465,-0.236023,0.946716,0.200745
1509765225908837,0.0877075,-0.236023,0.946716,0.200745
1509765225930868,0.0877075,-0.236023,0.946716,0.200745
1509765225953881,0.0877075,-0.236023,0.946716,0.200745
1509765225972002,0.0877075,-0.236023,0.946716,0.200745
1509765225994019,0.0877075,-0.236084,0.946716,0.200745
1509765226016046,0.0877075,-0.236084,0.946655,0.200745
1509765226030089,0.0876465,-0.236084,0.946655,0.200745
1509765226051630,0.0876465,-0.236084,0.946655,0.200745
1509765226090247,0.0876465,-0.236084,0.946655,0.200745
1509765226105243,0.0875244,-0.236084,0.946716,0.200806
1509765226118264,0.0874023,-0.236145,0.946655,0.200867
1509765226145272,0.0874023,-0.236145,0.946655,0.200867
1509765226150278,0.0873413,-0.236145,0.946655,0.200867
1509765226171493,0.0873413,-0.236145,0.946655,0.200867
1509765226193506,0.0873413,-0.236145,0.946655,0.200867
1509765226216551,0.0871582,-0.236084,0.946716,0.200928
1509765226231561,0.0870361,-0.236023,0.946716,0.20105
1509765226254068,0.0869751,-0.236023,0.946655,0.201172
1509765226269793,0.086731,-0.235962,0.946655,0.201294
1509765226290823,0.086731,-0.235962,0.946655,0.201294
1509765226313835,0.0864868,-0.235962,0.946716,0.201294
1509765226331839,0.0864868,-0.235962,0.946716,0.201294
1509765226351386,0.0864258,-0.235962,0.946716,0.201294
1509765226376930,0.0864258,-0.235962,0.946716,0.201294
1509765226391941,0.0863647,-0.235657,0.946777,0.201294
1509765226412960,0.0861816,-0.235535,0.946838,0.201355
1509765226433999,0.0859985,-0.235474,0.946838,0.201416
1509765226452038,0.0859985,-0.235474,0.946838,0.201416
1509765226487183,0.0859375,-0.235474,0.946838,0.201416
1509765226501166,0.0861816,-0.234863,0.947021,0.201355
1509765226516204,0.0863037,-0.234436,0.947083,0.201416
1509765226531191,0.0863647,-0.234436,0.947083,0.201416
1509765226554214,0.0863037,-0.234436,0.947083,0.201416
1509765226571333,0.0863037,-0.234497,0.947083,0.201416
1509765226592343,0.0863037,-0.234375,0.947144,0.201355
1509765226615363,0.0862427,-0.234375,0.947144,0.201355
1509765226639377,0.0861206,-0.234192,0.947144,0.201477
1509765226658950,0.0857544,-0.234192,0.947144,0.201538
1509765226676469,0.0854492,-0.234375,0.947144,0.201538
1509765226696507,0.0854492,-0.234375,0.947144,0.201538
1509765226714493,0.0854492,-0.234375,0.947144,0.201538
1509765226729506,0.0854492,-0.234375,0.947144,0.201538
1509765226752057,0.0853882,-0.234375,0.947144,0.201538
1509765226771673,0.0854492,-0.234558,0.947083,0.201477
1509765226788681,0.0854492,-0.234619,0.947083,0.201477
1509765226811696,0.0854492,-0.234619,0.947083,0.201477
1509765226830716,0.0854492,-0.234619,0.947083,0.201477
1509765226848725,0.0854492,-0.234619,0.947083,0.201477
1509765226871990,0.0854492,-0.234619,0.947083,0.201477
1509765226891022,0.0853882,-0.234619,0.947083,0.201477
1509765226909016,0.0854492,-0.234619,0.947083,0.201477
1509765226936047,0.0853882,-0.234619,0.947083,0.201477
1509765226952546,0.0853882,-0.234619,0.947083,0.201477
1509765226982256,0.0853882,-0.234619,0.947083,0.201477
1509765226991263,0.0853882,-0.234619,0.947083,0.201477
1509765227020283,0.0853882,-0.234619,0.947083,0.201477
1509765227029290,0.0853882,-0.234619,0.947083,0.201477
1509765227074827,0.0853882,-0.234619,0.947083,0.201477
1509765227078830,0.0853271,-0.234619,0.947083,0.201477
1509765227088840,0.0853271,-0.234619,0.947083,0.201477
1509765227111853,0.0853271,-0.234619,0.947083,0.201477
1509765227131866,0.0853271,-0.234619,0.947083,0.201477
1509765227147878,0.0854492,-0.234436,0.947144,0.201416
1509765227170902,0.0854492,-0.234375,0.947144,0.201416
1509765227191918,0.0854492,-0.234375,0.947144,0.201416
1509765227207931,0.0852661,-0.234558,0.947144,0.201416
1509765227237950,0.0852661,-0.234558,0.947144,0.201416
1509765227253463,0.0852661,-0.234558,0.947144,0.201416
1509765227275536,0.0852661,-0.234558,0.947144,0.201416
1509765227290547,0.0852661,-0.234558,0.947144,0.201416
1509765227313563,0.0852051,-0.234558,0.947144,0.201416
1509765227328574,0.0852051,-0.234558,0.947144,0.201416
1509765227350590,0.0852051,-0.234558,0.947144,0.201416
1509765227380717,0.0852051,-0.234619,0.947144,0.201416
1509765227394727,0.0849609,-0.234619,0.947144,0.201477
1509765227410738,0.0849609,-0.234619,0.947144,0.201477
1509765227432753,0.0849609,-0.234619,0.947144,0.201477
1509765227448765,0.0848999,-0.234619,0.947144,0.201477
1509765227470890,0.0847778,-0.234863,0.947083,0.201477
1509765227492895,0.0847778,-0.234863,0.947083,0.201477
1509765227507917,0.0847168,-0.234863,0.947083,0.201477
1509765227537928,0.0849609,-0.234802,0.947144,0.201416
1509765227553451,0.0849609,-0.234741,0.947144,0.201416
1509765227567961,0.0849609,-0.234802,0.947144,0.201416
1509765227591040,0.0847778,-0.234985,0.947083,0.201355
1509765227613059,0.0847168,-0.234985,0.947083,0.201294
1509765227628055,0.0845337,-0.235168,0.947144,0.201172
1509765227658592,0.0845337,-0.235168,0.947083,0.201172
1509765227673212,0.0845337,-0.235168,0.947083,0.201172
1509765227687228,0.0845337,-0.235168,0.947083,0.201172
1509765227711237,0.0845337,-0.235168,0.947083,0.201172
1509765227733265,0.0845337,-0.235168,0.947083,0.201172
1509765227749266,0.0846558,-0.235229,0.947083,0.20105
1509765227770816,0.0846558,-0.235229,0.947083,0.20105
1509765227792833,0.0846558,-0.235229,0.947083,0.20105
1509765227813864,0.0846558,-0.235291,0.947083,0.20105
1509765227830858,0.0846558,-0.235291,0.947083,0.20105
1509765227853382,0.0846558,-0.235291,0.947083,0.20105
1509765227874538,0.0846558,-0.235291,0.947083,0.20105
1509765227890534,0.0845947,-0.235291,0.947083,0.200989
1509765227913566,0.0845947,-0.235352,0.947083,0.200989
1509765227934573,0.0845947,-0.235352,0.947083,0.200989
1509765227950584,0.0846558,-0.235352,0.947083,0.200989
1509765227973113,0.0845947,-0.235352,0.947083,0.200989
1509765227994128,0.0845947,-0.235352,0.947083,0.200989
1509765228011142,0.0845947,-0.235352,0.947083,0.200989
1509765228033158,0.0845947,-0.235413,0.947083,0.200989
1509765228055199,0.0845947,-0.235413,0.947083,0.200989
1509765228086234,0.0845337,-0.235413,0.947083,0.200989
1509765228093236,0.0845337,-0.235413,0.947083,0.200989
1509765228116252,0.0845337,-0.235413,0.947083,0.200989
1509765228131266,0.0845337,-0.235413,0.947083,0.200989
1509765228153279,0.0845337,-0.235413,0.947083,0.200989
1509765228173821,0.0845337,-0.235413,0.947083,0.200989
1509765228190833,0.0845337,-0.235413,0.947083,0.200989
1509765228212865,0.0845337,-0.235474,0.947083,0.200989
1509765228233876,0.0845337,-0.235474,0.947083,0.200989
1509765228250888,0.0845337,-0.235474,0.947083,0.200989
1509765228273406,0.0845337,-0.235474,0.947083,0.200989
1509765228295411,0.0844727,-0.235474,0.947083,0.200989
1509765228325433,0.0844727,-0.235535,0.947083,0.200989
1509765228340442,0.0844727,-0.235535,0.947083,0.200989
1509765228372483,0.0845337,-0.235535,0.947083,0.200989
1509765228376498,0.0845337,-0.235535,0.947083,0.200989
1509765228393498,0.0844727,-0.235596,0.947083,0.200928
1509765228415525,0.0844727,-0.235596,0.947083,0.200928
1509765228430533,0.0843506,-0.235962,0.947021,0.200623
1509765228453539,0.0845337,-0.235962,0.947083,0.200378
1509765228476181,0.0849609,-0.235962,0.947021,0.200317
1509765228490192,0.0853271,-0.236206,0.94696,0.200195
1509765228513201,0.0857544,-0.236389,0.94696,0.199951
1509765228536232,0.0862427,-0.236267,0.94696,0.199768
1509765228550227,0.0866089,-0.236206,0.947021,0.199646
1509765228580318,0.0866699,-0.236206,0.94696,0.199646
1509765228603336,0.0866699,-0.236206,0.94696,0.199646
1509765228639359,0.0864258,-0.236572,0.94696,0.199585
1509765228663407,0.0864258,-0.236572,0.94696,0.199585
1509765228672489,0.0864868,-0.236572,0.946899,0.199585
1509765228684508,0.0864868,-0.236572,0.946899,0.199585
1509765228700510,0.0864868,-0.236572,0.946899,0.199585
1509765228715526,0.0864868,-0.236572,0.946899,0.199585
1509765228737542,0.0862427,-0.236694,0.946899,0.199585
1509765228753565,0.0858765,-0.236694,0.94696,0.199646
1509765228776085,0.0855103,-0.236755,0.94696,0.199646
1509765228797099,0.085083,-0.236938,0.94696,0.199646
1509765228821109,0.0847778,-0.237183,0.946899,0.199707
1509765228851126,0.0841064,-0.237549,0.946838,0.199707
1509765228864646,0.0836792,-0.237793,0.946777,0.199951
1509765228881179,0.083374,-0.238037,0.946777,0.200012
1509765228896191,0.0831299,-0.237915,0.946777,0.200073
1509765228918205,0.0831299,-0.237915,0.946777,0.200073
1509765228941233,0.0831299,-0.237915,0.946777,0.200134
1509765228963746,0.0831299,-0.237915,0.946777,0.200134
1509765228977262,0.0835571,-0.23761,0.946777,0.200256
1509765228993274,0.0840454,-0.236389,0.947021,0.200439
1509765229016288,0.0847168,-0.234497,0.947388,0.2005
1509765229036304,0.085022,-0.2323,0.948059,0.200012
1509765229052314,0.0853882,-0.229614,0.948792,0.199402
1509765229076250,0.0856934,-0.227173,0.949402,0.199158
1509765229097267,0.0848389,-0.225952,0.949768,0.199158
1509765229112282,0.0831909,-0.22644,0.949768,0.199158
1509765229137295,0.081543,-0.227173,0.949585,0.19989
1509765229171334,0.0797729,-0.228271,0.949158,0.201294
1509765229209362,0.078064,-0.230591,0.948425,0.203064
1509765229227374,0.076355,-0.233643,0.947388,0.204895
1509765229233377,0.0750122,-0.236389,0.946411,0.206848
1509765229235379,0.0739136,-0.238647,0.945496,0.208618
1509765229263419,0.0725708,-0.241028,0.944763,0.209839
1509765229278439,0.0712891,-0.243286,0.944092,0.210693
1509765229306456,0.0704956,-0.245239,0.943481,0.211304
1509765229330471,0.0699463,-0.247375,0.942871,0.21167
1509765229345483,0.0695801,-0.249939,0.9422,0.211853
1509765229360998,0.0692749,-0.252625,0.941589,0.211609
1509765229389535,0.0693359,-0.254944,0.94104,0.211182
1509765229398552,0.0697632,-0.256348,0.940796,0.210449
1509765229412554,0.0703735,-0.256836,0.940735,0.209839
1509765229436567,0.0712891,-0.257324,0.940674,0.209229
1509765229472423,0.0721436,-0.25769,0.940613,0.208679
1509765229481430,0.0720825,-0.258606,0.940552,0.208069
1509765229495437,0.0714111,-0.260071,0.940308,0.207397
1509765229518472,0.0701904,-0.261353,0.940186,0.206909
1509765229540472,0.0686646,-0.262512,0.940063,0.206482
1509765229555990,0.0670776,-0.263428,0.940002,0.205994
1509765229578465,0.0654297,-0.26416,0.940063,0.205322
1509765229606470,0.06427,-0.264526,0.940247,0.204346
1509765229616477,0.0635986,-0.264404,0.940552,0.203308
1509765229645494,0.0631714,-0.264343,0.940796,0.202271
1509765229652500,0.0630493,-0.264771,0.940979,0.20105
1509765229685109,0.0631714,-0.264771,0.941223,0.19989
1509765229698108,0.0632935,-0.264465,0.941528,0.198914
1509765229721126,0.0634766,-0.264343,0.941711,0.197998
1509765229736134,0.0634155,-0.264709,0.941833,0.197083
1509765229758656,0.0629883,-0.26532,0.941833,0.196228
1509765229779241,0.0623169,-0.265625,0.941956,0.195618
1509765229797253,0.0615234,-0.265869,0.942017,0.19519
1509765229818266,0.0606689,-0.266174,0.942017,0.194946
1509765229839283,0.0598755,-0.266235,0.942078,0.194763
1509765229856305,0.059082,-0.266235,0.942139,0.194763
1509765229878671,0.0585938,-0.266418,0.942139,0.19458
1509765229923703,0.0582886,-0.266785,0.942139,0.194275
1509765229926707,0.0581665,-0.26709,0.942139,0.193909
1509765229939722,0.0581665,-0.266785,0.942261,0.193604
1509765229960241,0.0581055,-0.266113,0.942505,0.193359
1509765229975713,0.0579224,-0.26593,0.942627,0.193115
1509765230011756,0.0580444,-0.266418,0.942566,0.19281
1509765230036758,0.0584717,-0.266663,0.942505,0.192505
1509765230041763,0.0591431,-0.266418,0.942566,0.192383
1509765230058277,0.0597534,-0.266174,0.942627,0.192322
1509765230079673,0.0602417,-0.266296,0.942566,0.1922
1509765230103671,0.060791,-0.266724,0.942444,0.192017
1509765230118676,0.0612183,-0.266968,0.942383,0.191956
1509765230141695,0.0612793,-0.26709,0.942383,0.191711
1509765230156227,0.0611572,-0.266785,0.942566,0.191406
1509765230178352,0.0610962,-0.266174,0.94281,0.191101
1509765230183374,0.0610962,-0.265686,0.942993,0.190796
1509765230217398,0.0610962,-0.265625,0.943054,0.190491
1509765230230391,0.0612793,-0.265747,0.943054,0.190247
1509765230252405,0.0617676,-0.26593,0.942993,0.190186
1509765230269433,0.0623779,-0.26593,0.942932,0.190308
1509765230288968,0.0631714,-0.265869,0.94281,0.190857
1509765230310983,0.0635986,-0.265686,0.942688,0.191528
1509765230335980,0.0635376,-0.265869,0.942444,0.192261
1509765230341003,0.0633545,-0.265991,0.942261,0.193115
1509765230371602,0.0634155,-0.266235,0.942017,0.19397
1509765230386614,0.0635986,-0.266663,0.941711,0.194763
1509765230408644,0.0639648,-0.267151,0.941406,0.195435
1509765230431645,0.0646973,-0.267151,0.941284,0.195984
1509765230454663,0.0657959,-0.266541,0.941223,0.196533
1509765230461183,0.0670776,-0.265869,0.941223,0.197083
1509765230483219,0.0685425,-0.26532,0.941162,0.197571
1509765230515242,0.0702515,-0.264893,0.941101,0.198059
1509765230521231,0.0720825,-0.264282,0.940979,0.198669
1509765230543244,0.0740356,-0.263733,0.940857,0.199341
1509765230566298,0.0759277,-0.263489,0.940674,0.199768
1509765230584306,0.0776978,-0.263062,0.940552,0.200012
1509765230603342,0.0795288,-0.262634,0.940552,0.200073
1509765230626352,0.0814209,-0.262146,0.940491,0.200012
1509765230641363,0.0835571,-0.261353,0.940552,0.199951
1509765230663884,0.0858154,-0.260742,0.940552,0.199829
1509765230688013,0.0880127,-0.260315,0.940552,0.199585
1509765230717050,0.090271,-0.260071,0.94043,0.199341
1509765230724056,0.0925903,-0.259705,0.940308,0.19928
1509765230746071,0.0947876,-0.259277,0.940186,0.199341
1509765230769104,0.0969238,-0.259155,0.940002,0.199341
1509765230783344,0.0987549,-0.25946,0.939758,0.199158
1509765230830371,0.100647,-0.259583,0.939575,0.199036
1509765230837364,0.102295,-0.259766,0.939331,0.199097
1509765230843380,0.103882,-0.259949,0.939087,0.199341
1509765230867892,0.105225,-0.260315,0.938721,0.199768
1509765230890495,0.106262,-0.261108,0.938354,0.19989
1509765230906504,0.1073,-0.261658,0.93811,0.199829
1509765230929524,0.10791,-0.26239,0.937927,0.199402
1509765230942550,0.108826,-0.263794,0.9375,0.198853
1509765230967069,0.110657,-0.266907,0.936523,0.198364
1509765230986030,0.113098,-0.270813,0.935059,0.198669
1509765231003044,0.114319,-0.275757,0.933289,0.199524
1509765231024075,0.11438,-0.281128,0.931458,0.200684
1509765231046083,0.115051,-0.283691,0.930298,0.202026
1509765231069098,0.116028,-0.283813,0.929749,0.203674
1509765231091143,0.116211,-0.283081,0.929749,0.204773
1509765231106135,0.115967,-0.281494,0.930115,0.2052
1509765231125167,0.115784,-0.278992,0.930908,0.205078
1509765231145164,0.11615,-0.275757,0.931946,0.204529
1509765231166207,0.117737,-0.273071,0.932739,0.203857
1509765231183838,0.119202,-0.271118,0.933167,0.203552
1509765231206853,0.11969,-0.271973,0.932922,0.203247
1509765231225885,0.119385,-0.273132,0.932739,0.202759
1509765231243880,0.119141,-0.272766,0.932861,0.202698
1509765231271408,0.118591,-0.271851,0.933167,0.202881
1509765231281116,0.117859,-0.270935,0.933594,0.202698
1509765231311135,0.117188,-0.269775,0.934082,0.202271
1509765231323148,0.117004,-0.268433,0.934509,0.202026
1509765231349161,0.117065,-0.266663,0.934937,0.202393
1509765231368696,0.116943,-0.264282,0.935486,0.203125
1509765231391432,0.117004,-0.262451,0.935913,0.20343
1509765231401421,0.117798,-0.26123,0.936035,0.204224
1509765231424438,0.117676,-0.261414,0.93573,0.205322
1509765231443450,0.117249,-0.261902,0.935425,0.206238
1509765231462013,0.11676,-0.262024,0.935303,0.20697
1509765231484023,0.116333,-0.261719,0.935486,0.206787
1509765231504037,0.116699,-0.260803,0.93573,0.206726
1509765231521052,0.116699,-0.259949,0.935913,0.20697
1509765231544075,0.117065,-0.259216,0.936035,0.207092
1509765231564098,0.117737,-0.25885,0.936096,0.20697
1509765231589136,0.118896,-0.258423,0.936096,0.206665
1509765231604146,0.120056,-0.257751,0.936218,0.206299
1509765231626154,0.121033,-0.25769,0.936218,0.205688
1509765231649160,0.122009,-0.257751,0.936218,0.205078
1509765231670191,0.122925,-0.257935,0.936218,0.204468
1509765231700895,0.12384,-0.258545,0.936035,0.203918
1509765231703909,0.124573,-0.25946,0.935791,0.203308
1509765231722908,0.125244,-0.260376,0.935669,0.202515
1509765231751933,0.125671,-0.261047,0.935608,0.20166
1509765231760952,0.125732,-0.261414,0.935669,0.200867
1509765231783005,0.125793,-0.261719,0.93573,0.200134
1509765231804043,0.125977,-0.261719,0.935791,0.199707
1509765231821034,0.126099,-0.261902,0.93573,0.199585
1509765231852060,0.126038,-0.262207,0.935669,0.199707
1509765231864603,0.125854,-0.262512,0.935547,0.199951
1509765231880619,0.125122,-0.262573,0.935547,0.200256
1509765231903651,0.124329,-0.26239,0.935669,0.2005
1509765231933654,0.123474,-0.262146,0.935791,0.200806
1509765231961703,0.122681,-0.262268,0.935791,0.200989
1509765231973192,0.122009,-0.262146,0.935913,0.201111
1509765231984710,0.121399,-0.261963,0.936035,0.201111
1509765232000718,0.120972,-0.261841,0.936157,0.200928
1509765232023736,0.120544,-0.261963,0.936157,0.200989
1509765232045752,0.120117,-0.262146,0.936157,0.201111
1509765232060788,0.119568,-0.26239,0.936096,0.201294
1509765232083538,0.118958,-0.262756,0.936035,0.201416
1509765232105553,0.118408,-0.263,0.935974,0.201599
1509765232120566,0.117981,-0.263367,0.935913,0.201843
1509765232143580,0.117676,-0.263855,0.935791,0.201843
1509765232166122,0.117493,-0.264343,0.935669,0.201965
1509765232180134,0.117188,-0.264648,0.935608,0.202087
1509765232209154,0.116821,-0.264954,0.935547,0.202209
1509765232227170,0.116577,-0.265198,0.935486,0.202271
1509765232240176,0.116516,-0.265198,0.935486,0.202209
1509765232263715,0.116699,-0.264832,0.935608,0.202148
1509765232291822,0.116882,-0.264709,0.935669,0.201904
1509765232299825,0.117249,-0.264465,0.93573,0.201599
1509765232322854,0.117554,-0.264465,0.935791,0.201355
1509765232345860,0.117615,-0.264526,0.935791,0.200989
1509765232360383,0.117554,-0.264343,0.935913,0.200684
1509765232383163,0.117554,-0.264221,0.936035,0.200378
1509765232406180,0.117554,-0.263977,0.936096,0.200195
1509765232420191,0.117554,-0.263977,0.936157,0.200195
1509765232444206,0.117554,-0.263977,0.936157,0.200195
1509765232466225,0.117371,-0.264099,0.936096,0.200378
1509765232488246,0.117188,-0.264343,0.936035,0.2005
1509765232503238,0.117188,-0.264343,0.936035,0.2005
1509765232533260,0.117126,-0.264343,0.936035,0.2005
1509765232547270,0.117188,-0.264282,0.936035,0.2005
1509765232563301,0.117188,-0.264282,0.936035,0.2005
1509765232585302,0.117188,-0.264343,0.936035,0.2005
1509765232606315,0.117249,-0.264343,0.935974,0.2005
1509765232623329,0.117249,-0.264343,0.935974,0.2005
1509765232646344,0.117249,-0.264343,0.936035,0.2005
1509765232666863,0.117188,-0.264343,0.935974,0.2005
1509765232682913,0.117188,-0.264343,0.935974,0.2005
1509765232712935,0.117249,-0.264343,0.935974,0.2005
1509765232726945,0.117371,-0.26416,0.936035,0.200562
1509765232742956,0.117432,-0.263916,0.936096,0.2005
1509765232765979,0.117554,-0.263611,0.936157,0.200439
1509765232786494,0.117615,-0.263306,0.936279,0.200439
1509765232811511,0.117798,-0.263184,0.936279,0.200439
1509765232825521,0.117798,-0.263184,0.936279,0.200439
1509765232846537,0.117798,-0.263184,0.936279,0.200439
1509765232864067,0.117798,-0.263184,0.936279,0.200378
1509765232886130,0.117798,-0.263184,0.936279,0.200378
1509765232907140,0.117798,-0.263184,0.936279,0.200439
1509765232923144,0.117859,-0.263184,0.936279,0.200439
1509765232946171,0.117859,-0.263184,0.936279,0.200439
1509765232968706,0.117859,-0.263184,0.936279,0.200439
1509765232983523,0.117615,-0.263306,0.936218,0.200623
1509765233011556,0.117432,-0.263489,0.936157,0.200806
1509765233028569,0.117188,-0.263672,0.936096,0.20105
1509765233043564,0.117004,-0.263611,0.936096,0.201294
1509765233072112,0.11676,-0.26355,0.936035,0.201538
1509765233088629,0.116577,-0.263672,0.935974,0.201782
1509765233102632,0.116333,-0.263794,0.935974,0.202026
1509765233125648,0.116333,-0.263794,0.935974,0.202026
1509765233148681,0.116333,-0.263733,0.935974,0.202026
1509765233162688,0.116516,-0.263428,0.936035,0.202026
1509765233186274,0.116699,-0.263245,0.936035,0.201965
1509765233208292,0.116699,-0.263245,0.936035,0.201965
1509765233222302,0.116882,-0.263184,0.936096,0.201843
1509765233245332,0.117065,-0.263184,0.936096,0.20166
1509765233298471,0.117065,-0.263184,0.936096,0.20166
1509765233301455,0.117065,-0.263184,0.936096,0.20166
1509765233319486,0.117126,-0.263184,0.936096,0.20166
1509765233335481,0.117126,-0.263184,0.936096,0.20166
1509765233342486,0.117126,-0.263245,0.936096,0.20166
1509765233368018,0.117126,-0.263245,0.936096,0.20166
1509765233387777,0.117126,-0.263245,0.936096,0.20166
1509765233408772,0.117126,-0.263245,0.936096,0.20166
1509765233425811,0.117126,-0.263245,0.936096,0.20166
1509765233447800,0.117126,-0.263245,0.936096,0.20166
1509765233469333,0.117126,-0.263245,0.936096,0.20166
1509765233485957,0.117126,-0.263245,0.936096,0.20166
1509765233507972,0.117126,-0.263245,0.936096,0.20166
1509765233530997,0.117126,-0.263245,0.936096,0.20166
1509765233545997,0.117371,-0.263123,0.936096,0.201477
1509765233569040,0.117371,-0.263123,0.936096,0.201477
1509765233597182,0.117371,-0.263184,0.936096,0.201477
1509765233613179,0.117371,-0.263245,0.936096,0.201477
1509765233629205,0.117126,-0.263489,0.936035,0.201538
1509765233649204,0.116821,-0.263794,0.935974,0.20166
1509765233666247,0.116699,-0.263855,0.935974,0.20166
1509765233688389,0.116516,-0.263672,0.936035,0.201599
1509765233709400,0.116516,-0.263611,0.936035,0.201599
1509765233725401,0.116577,-0.263611,0.936035,0.201599
1509765233748427,0.116577,-0.263611,0.936035,0.201599
1509765233769443,0.116516,-0.263611,0.936035,0.201599
1509765233785613,0.116516,-0.26355,0.936096,0.201477
1509765233808645,0.116516,-0.263611,0.936096,0.201477
1509765233829653,0.116516,-0.263611,0.936096,0.201477
1509765233845656,0.116516,-0.263611,0.936096,0.201477
1509765233875690,0.116516,-0.263611,0.936096,0.201477
1509765233890879,0.116516,-0.263611,0.936096,0.201477
1509765233904876,0.116516,-0.263611,0.936096,0.201477
1509765233935904,0.116455,-0.263611,0.936096,0.201477
1509765233950908,0.116516,-0.263489,0.936157,0.201416
1509765233965953,0.116516,-0.263489,0.936157,0.201416
1509765233988057,0.116516,-0.263489,0.936157,0.201416
1509765234018079,0.116516,-0.263489,0.936157,0.201416
1509765234026086,0.116516,-0.263489,0.936157,0.201416
1509765234048123,0.116516,-0.26355,0.936157,0.201416
1509765234071143,0.116394,-0.263672,0.936096,0.201477
1509765234085342,0.116272,-0.263916,0.936035,0.201599
1509765234108360,0.116089,-0.264099,0.935974,0.20166
1509765234130379,0.116089,-0.264099,0.935974,0.20166
1509765234145386,0.116089,-0.264099,0.935974,0.20166
1509765234181567,0.116089,-0.264038,0.935974,0.20166
1509765234190573,0.116028,-0.264038,0.935974,0.20166
1509765234220602,0.116028,-0.264038,0.935974,0.20166
1509765234228603,0.116028,-0.264038,0.935974,0.20166
1509765234250620,0.11615,-0.264099,0.935974,0.201538
1509765234265153,0.11615,-0.264099,0.935974,0.201538
1509765234288745,0.11615,-0.26416,0.935974,0.201538
1509765234310762,0.11615,-0.264038,0.936035,0.201477
1509765234324769,0.11615,-0.264038,0.936035,0.201477
1509765234347802,0.11615,-0.264038,0.936035,0.201477
1509765234371338,0.11615,-0.264099,0.936035,0.201477
1509765234398931,0.116089,-0.264099,0.936035,0.201416
1509765234407933,0.116089,-0.264038,0.936035,0.201416
1509765234430949,0.116089,-0.264038,0.936035,0.201416
1509765234458995,0.116089,-0.264038,0.936035,0.201477
1509765234468504,0.116089,-0.263977,0.936035,0.201477
1509765234490141,0.116028,-0.263977,0.936035,0.201477
1509765234512167,0.116028,-0.263977,0.936035,0.201416
1509765234529169,0.116028,-0.263977,0.936096,0.201416
1509765234551185,0.116028,-0.263977,0.936035,0.201416
1509765234572215,0.116028,-0.263977,0.936035,0.201416
1509765234588272,0.116028,-0.263977,0.936035,0.201416
1509765234611301,0.116028,-0.263977,0.936035,0.201416
1509765234639309,0.116028,-0.264038,0.936035,0.201416
1509765234648316,0.116028,-0.264038,0.936035,0.201416
1509765234670891,0.116028,-0.264038,0.936035,0.201416
1509765234692523,0.116028,-0.264038,0.936035,0.201416
1509765234723546,0.116028,-0.264038,0.936035,0.201416
1509765234730575,0.116028,-0.264038,0.936035,0.201416
1509765234752591,0.116028,-0.264038,0.936035,0.201416
1509765234758578,0.115967,-0.263794,0.936096,0.201416
1509765234775084,0.115967,-0.263794,0.936096,0.201416
1509765234795738,0.115967,-0.263794,0.936157,0.201416
1509765234818770,0.115967,-0.263611,0.936218,0.201294
1509765234834761,0.115967,-0.263611,0.936218,0.201294
1509765234856770,0.115967,-0.263611,0.936218,0.201294
1509765234878918,0.115967,-0.263672,0.936218,0.201294
1509765234896928,0.115845,-0.263428,0.936279,0.201233
1509765234915944,0.115845,-0.263428,0.936279,0.201233
1509765234938960,0.115845,-0.263428,0.936279,0.201233
1509765234962978,0.115845,-0.263428,0.936279,0.201233
1509765234986122,0.115784,-0.263428,0.936279,0.201233
1509765234999129,0.115784,-0.263367,0.936279,0.201233
